,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
Noradrenaline-NE-DBH_SLC6A2_ADRA2C,Noradrenaline-NE-DBH_SLC6A2_ADRA2C,Noradrenaline,NE-DBH_SLC6A2,ADRA2C,,,,,Non-protein Signaling,NE-(DBH+SLC6A2) - ADRA2C,PMID: 29733063_HMRbase;reactome,TRUE,"DBH, SLC6A2","Copper type II ascorbate-dependent monooxygenase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Chromaffin granule lumen, Secreted, Secretory vesicle lumen, Chromaffin granule membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Secretory vesicle, Cell membrane","Catecholamine biosynthesis, Membrane, Monooxygenase, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Copper, Cytoplasmic vesicle, Vitamin C, Glycoprotein, Disease variant, Oxidoreductase, Reference proteome, Metal-binding, Transmembrane helix, Direct protein sequencing, 3D-structure, Sodium, Cell membrane, Transport, Alternative splicing, Neurotransmitter transport, Symport",secreted,FALSE,ADRA2C,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Noradrenaline-NE-DBH_SLC6A2_ADRB1,Noradrenaline-NE-DBH_SLC6A2_ADRB1,Noradrenaline,NE-DBH_SLC6A2,ADRB1,,,,,Non-protein Signaling,NE-(DBH+SLC6A2) - ADRB1,PMID: 29733063_HMRbase;reactome,TRUE,"DBH, SLC6A2","Copper type II ascorbate-dependent monooxygenase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Chromaffin granule lumen, Secreted, Secretory vesicle lumen, Chromaffin granule membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Secretory vesicle, Cell membrane","Catecholamine biosynthesis, Membrane, Monooxygenase, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Copper, Cytoplasmic vesicle, Vitamin C, Glycoprotein, Disease variant, Oxidoreductase, Reference proteome, Metal-binding, Transmembrane helix, Direct protein sequencing, 3D-structure, Sodium, Cell membrane, Transport, Alternative splicing, Neurotransmitter transport, Symport",secreted,FALSE,ADRB1,G-protein coupled receptor 1,"Early endosome, Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Palmitate, Endosome, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Noradrenaline-NE-DBH_SLC6A2_ADRB2,Noradrenaline-NE-DBH_SLC6A2_ADRB2,Noradrenaline,NE-DBH_SLC6A2,ADRB2,,,,,Non-protein Signaling,NE-(DBH+SLC6A2) - ADRB2,PMID: 29733063_HMRbase;reactome,TRUE,"DBH, SLC6A2","Copper type II ascorbate-dependent monooxygenase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Chromaffin granule lumen, Secreted, Secretory vesicle lumen, Chromaffin granule membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Secretory vesicle, Cell membrane","Catecholamine biosynthesis, Membrane, Monooxygenase, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Copper, Cytoplasmic vesicle, Vitamin C, Glycoprotein, Disease variant, Oxidoreductase, Reference proteome, Metal-binding, Transmembrane helix, Direct protein sequencing, 3D-structure, Sodium, Cell membrane, Transport, Alternative splicing, Neurotransmitter transport, Symport",secreted,FALSE,ADRB2,G-protein coupled receptor 1,"Golgi apparatus, Early endosome, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Golgi apparatus, G-protein coupled receptor, 3D-structure, Hydroxylation, Palmitate, Endosome, Ubl conjugation",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Noradrenaline-NE-DBH_SLC6A2_ADRB3,Noradrenaline-NE-DBH_SLC6A2_ADRB3,Noradrenaline,NE-DBH_SLC6A2,ADRB3,,,,,Non-protein Signaling,NE-(DBH+SLC6A2) - ADRB3,PMID: 29733063_HMRbase;reactome,TRUE,"DBH, SLC6A2","Copper type II ascorbate-dependent monooxygenase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Chromaffin granule lumen, Secreted, Secretory vesicle lumen, Chromaffin granule membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Secretory vesicle, Cell membrane","Catecholamine biosynthesis, Membrane, Monooxygenase, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Copper, Cytoplasmic vesicle, Vitamin C, Glycoprotein, Disease variant, Oxidoreductase, Reference proteome, Metal-binding, Transmembrane helix, Direct protein sequencing, 3D-structure, Sodium, Cell membrane, Transport, Alternative splicing, Neurotransmitter transport, Symport",secreted,FALSE,ADRB3,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Diabetes mellitus, Obesity, Transmembrane, Receptor, G-protein coupled receptor, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
NOS1_GUCY1A1,NOS1_GUCY1A1,NOS,NOS1,GUCY1A1,,,,,Neurotransmitter,NOS1-GUCY1A1,,NA,NOS1,,,,,NA,GUCY1A1,,,,,,,,NA,NeuronChat
NOS1_GUCY1A2,NOS1_GUCY1A2,NOS,NOS1,GUCY1A2,,,,,Neurotransmitter,NOS1-GUCY1A2,,NA,NOS1,,,,,NA,GUCY1A2,,,,,,,,NA,NeuronChat
NOS1_GUCY1B1,NOS1_GUCY1B1,NOS,NOS1,GUCY1B1,,,,,Neurotransmitter,NOS1-GUCY1B1,,NA,NOS1,,,,,NA,GUCY1B1,,,,,,,,NA,NeuronChat
NOS1_GUCY1B2,NOS1_GUCY1B2,NOS,NOS1,GUCY1B2,,,,,Neurotransmitter,NOS1-GUCY1B2,,NA,NOS1,,,,,NA,GUCY1B2,,,,,,,,NA,NeuronChat
NOS2_GUCY1A1,NOS2_GUCY1A1,NOS,NOS2,GUCY1A1,,,,,Neurotransmitter,NOS2-GUCY1A1,,NA,NOS2,,,,,NA,GUCY1A1,,,,,,,,NA,NeuronChat
NOS2_GUCY1A2,NOS2_GUCY1A2,NOS,NOS2,GUCY1A2,,,,,Neurotransmitter,NOS2-GUCY1A2,,NA,NOS2,,,,,NA,GUCY1A2,,,,,,,,NA,NeuronChat
NOS2_GUCY1B1,NOS2_GUCY1B1,NOS,NOS2,GUCY1B1,,,,,Neurotransmitter,NOS2-GUCY1B1,,NA,NOS2,,,,,NA,GUCY1B1,,,,,,,,NA,NeuronChat
NOS2_GUCY1B2,NOS2_GUCY1B2,NOS,NOS2,GUCY1B2,,,,,Neurotransmitter,NOS2-GUCY1B2,,NA,NOS2,,,,,NA,GUCY1B2,,,,,,,,NA,NeuronChat
NOS3_GUCY1A1,NOS3_GUCY1A1,NOS,NOS3,GUCY1A1,,,,,Neurotransmitter,NOS3-GUCY1A1,,NA,NOS3,,,,,NA,GUCY1A1,,,,,,,,NA,NeuronChat
NOS3_GUCY1A2,NOS3_GUCY1A2,NOS,NOS3,GUCY1A2,,,,,Neurotransmitter,NOS3-GUCY1A2,,NA,NOS3,,,,,NA,GUCY1A2,,,,,,,,NA,NeuronChat
NOS3_GUCY1B1,NOS3_GUCY1B1,NOS,NOS3,GUCY1B1,,,,,Neurotransmitter,NOS3-GUCY1B1,,NA,NOS3,,,,,NA,GUCY1B1,,,,,,,,NA,NeuronChat
NOS3_GUCY1B2,NOS3_GUCY1B2,NOS,NOS3,GUCY1B2,,,,,Neurotransmitter,NOS3-GUCY1B2,,NA,NOS3,,,,,NA,GUCY1B2,,,,,,,,NA,NeuronChat
NPB_ADRA2A,NPB_ADRA2A,NPB,NPB,ADRA2A,,,,,Neuropeptide,NPB - ADRA2A,32196115,NA,NPB,,,,,NA,ADRA2A,,,,,,,,NA,celltalkDB
NPB_GRM7,NPB_GRM7,NPB,NPB,GRM7,,,,,Neuropeptide,NPB - GRM7,32196115,NA,NPB,,,,,NA,GRM7,,,,,,,,NA,celltalkDB
NPB_MTNR1A,NPB_MTNR1A,NPB,NPB,MTNR1A,,,,,Neuropeptide,NPB - MTNR1A,32196115,NA,NPB,,,,,NA,MTNR1A,,,,,,,,NA,celltalkDB
NPB_NPBWR1,NPB_NPBWR1,NPW-B,NPB,NPBWR1,,,,,Neuropeptide,NPB - NPBWR1,KEGG: hsa04080,FALSE,NPB,Neuropeptide B/W,Secreted,"Cleavage on pair of basic residues, Signal, Reference proteome, Secreted, Neuropeptide, Direct protein sequencing",secreted,FALSE,NPBWR1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPB_NPBWR2,NPB_NPBWR2,NPB,NPB,NPBWR2,,,,,Neuropeptide,NPB - NPBWR2,12401809,NA,NPB,,,,,NA,NPBWR2,,,,,,,,NA,celltalkDB
NPFF_NPFFR1,NPFF_NPFFR1,NPFF,NPFF,NPFFR1,,,,,Neuropeptide,NPFF - NPFFR1,KEGG: hsa04080,FALSE,NPFF,FARP (FMRFamide related peptide),Secreted,"Cleavage on pair of basic residues, Secreted, Signal, Reference proteome, Alternative splicing, Amidation, Neuropeptide",neuropeptide,FALSE,NPFFR1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPFF_NPFFR2,NPFF_NPFFR2,NPFF,NPFF,NPFFR2,,,,,Neuropeptide,NPFF - NPFFR2,KEGG: hsa04080,FALSE,NPFF,FARP (FMRFamide related peptide),Secreted,"Cleavage on pair of basic residues, Secreted, Signal, Reference proteome, Alternative splicing, Amidation, Neuropeptide",neuropeptide,FALSE,NPFFR2,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPNT1_ITGA8_ITGB1,NPNT1_ITGA8_ITGB1,NPNT,Npnt complex 1,ITGA8_ITGB1,,,,,ECM,NPNT1 - (ITGA8+ITGB1),KEGG: hsa04512,FALSE,"FREM1, NPNT, FRAS1","FRAS1, Nephronectin","Extracellular matrix, Secreted, Extracellular space, Basement membrane, Cell membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Glycoprotein, Lectin, Disease variant, Signal, Developmental protein, Reference proteome, Metal-binding, Calcium, Craniosynostosis, Cell adhesion, Repeat, Differentiation, EGF-like domain, Membrane, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane",,NA,"ITGA8, ITGB1","Integrin alpha chain, Integrin beta chain","Cell membrane, Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell surface, Cell junction","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Glycoprotein, Disease variant, Developmental protein, Signal, Integrin, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Alternative splicing, Cell projection, Phosphoprotein, Direct protein sequencing, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Myogenesis, Ubl conjugation",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1
NPNT2_ITGA8_ITGB1,NPNT2_ITGA8_ITGB1,NPNT,Npnt complex 2,ITGA8_ITGB1,,,,,ECM,NPNT2 - (ITGA8+ITGB1),KEGG: hsa04512,FALSE,"FREM2, NPNT, FRAS1","FRAS1, Nephronectin","Cell membrane, Extracellular matrix, Secreted, Extracellular space","Disease variant, Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Metal-binding, Transmembrane, Calcium, Alternative splicing, Glycoprotein, Cell adhesion, Repeat, Disulfide bond, Secreted, Extracellular matrix, Differentiation, EGF-like domain, Phosphoprotein",,NA,"ITGA8, ITGB1","Integrin alpha chain, Integrin beta chain","Cell membrane, Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell surface, Cell junction","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Glycoprotein, Disease variant, Developmental protein, Signal, Integrin, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Alternative splicing, Cell projection, Phosphoprotein, Direct protein sequencing, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Myogenesis, Ubl conjugation",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1
NPPA_NPR1,NPPA_NPR1,NPR1,NPPA,NPR1,,,,,Secreted Signaling,NPPA - NPR1,KEGG: hsa04080; PMID: 29934640,FALSE,NPPA,Natriuretic peptide,Secreted,"Cell projection, Disease variant, Signal, Reference proteome, Phosphoprotein, Disulfide bond, Secreted, Cardiomyopathy, Direct protein sequencing, Vasodilator, Atrial fibrillation, Vasoactive, 3D-structure, Hormone",hormone,FALSE,NPR1,Adenylyl cyclase class-4/guanylyl cyclase,Membrane,"Membrane, Signal, Reference proteome, cGMP biosynthesis, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, GTP-binding, Vasoactive, Chloride, Lyase, Nucleotide-binding, Glycoprotein",Receptors,Kinase;RGC,,,TRUE,CellChatDB v1
NPPA_NPR2,NPPA_NPR2,NPP,NPPA,NPR2,,,,,Secreted Signaling,NPPA - NPR2,32103204,NA,NPPA,,,,,NA,NPR2,,,,,,,,NA,celltalkDB
NPPA_NPR3,NPPA_NPR3,NPP,NPPA,NPR3,,,,,Secreted Signaling,NPPA - NPR3,2169733,NA,NPPA,,,,,NA,NPR3,,,,,,,,NA,celltalkDB
NPPB_DPP4,NPPB_DPP4,NPP,NPPB,DPP4,,,,,Secreted Signaling,NPPB - DPP4,16254193,NA,NPPB,,,,,NA,DPP4,,,,,,,,NA,celltalkDB
NPPB_NPR1,NPPB_NPR1,NPR1,NPPB,NPR1,,,,,Secreted Signaling,NPPB - NPR1,KEGG: hsa04080; PMID: 29934641,FALSE,NPPB,Natriuretic peptide,Secreted,"Signal, Reference proteome, Pharmaceutical, Disulfide bond, Secreted, Direct protein sequencing, Vasodilator, Vasoactive, 3D-structure, Hormone, Glycoprotein",,NA,NPR1,Adenylyl cyclase class-4/guanylyl cyclase,Membrane,"Membrane, Signal, Reference proteome, cGMP biosynthesis, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, GTP-binding, Vasoactive, Chloride, Lyase, Nucleotide-binding, Glycoprotein",Receptors,Kinase;RGC,,,TRUE,CellChatDB v1
NPPB_NPR2,NPPB_NPR2,NPP,NPPB,NPR2,,,,,Secreted Signaling,NPPB - NPR2,"261,983,193,219,611,000,000,000",NA,NPPB,,,,,NA,NPR2,,,,,,,,NA,celltalkDB
NPPB_NPR3,NPPB_NPR3,NPP,NPPB,NPR3,,,,,Secreted Signaling,NPPB - NPR3,1309330,NA,NPPB,,,,,NA,NPR3,,,,,,,,NA,celltalkDB
NPPC_NPR1,NPPC_NPR1,NPP,NPPC,NPR1,,,,,Secreted Signaling,NPPC - NPR1,32103204,NA,NPPC,,,,,NA,NPR1,,,,,,,,NA,celltalkDB
NPPC_NPR2,NPPC_NPR2,NPR2,NPPC,NPR2,,,,,Secreted Signaling,NPPC - NPR2,KEGG: hsa04080; PMID: 29934642,FALSE,NPPC,Natriuretic peptide,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Osteogenesis, Cleavage on pair of basic residues, Vasoactive, 3D-structure, Hormone",,NA,NPR2,Adenylyl cyclase class-4/guanylyl cyclase,Cell membrane,"Membrane, cGMP biosynthesis, Disulfide bond, Transmembrane, Receptor, Alternative splicing, GTP-binding, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Osteogenesis, Lyase, Nucleotide-binding, Dwarfism",Receptors,Kinase;RGC,,,NA,CellChatDB v1
NPPC_NPR3,NPPC_NPR3,NPP,NPPC,NPR3,,,,,Secreted Signaling,NPPC - NPR3,11533490,NA,NPPC,,,,,NA,NPR3,,,,,,,,NA,celltalkDB
NPS_ADCYAP1R1,NPS_ADCYAP1R1,NPS,NPS,ADCYAP1R1,,,,,Neuropeptide,NPS - ADCYAP1R1,32196115,NA,NPS,,,,,NA,ADCYAP1R1,,,,,,,,NA,celltalkDB
NPS_ADRB2,NPS_ADRB2,NPS,NPS,ADRB2,,,,,Neuropeptide,NPS - ADRB2,32196115,NA,NPS,,,,,NA,ADRB2,,,,,,,,NA,celltalkDB
NPS_ADRB3,NPS_ADRB3,NPS,NPS,ADRB3,,,,,Neuropeptide,NPS - ADRB3,32196115,NA,NPS,,,,,NA,ADRB3,,,,,,,,NA,celltalkDB
NPS_GPR20,NPS_GPR20,NPS,NPS,GPR20,,,,,Neuropeptide,NPS - GPR20,32196115,NA,NPS,,,,,NA,GPR20,,,,,,,,NA,celltalkDB
NPS_GPR84,NPS_GPR84,NPS,NPS,GPR84,,,,,Neuropeptide,NPS - GPR84,32196115,NA,NPS,,,,,NA,GPR84,,,,,,,,NA,celltalkDB
NPS_NPSR1,NPS_NPSR1,NPS,NPS,NPSR1,,,,,Neuropeptide,NPS - NPSR1,PMID: 19732772,FALSE,NPS,,Secreted,"Cleavage on pair of basic residues, Signal, Reference proteome, Secreted, Neuropeptide",secreted,FALSE,NPSR1,G-protein coupled receptor 1,"Cytoplasm, Cell membrane","Transducer, Membrane, Asthma, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Cytoplasm, Alternative splicing, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPS_PTH1R,NPS_PTH1R,NPS,NPS,PTH1R,,,,,Neuropeptide,NPS - PTH1R,32196115,NA,NPS,,,,,NA,PTH1R,,,,,,,,NA,celltalkDB
NPS_RAMP2,NPS_RAMP2,NPS,NPS,RAMP2,,,,,Neuropeptide,NPS - RAMP2,32196115,NA,NPS,,,,,NA,RAMP2,,,,,,,,NA,celltalkDB
NPS_RAMP3,NPS_RAMP3,NPS,NPS,RAMP3,,,,,Neuropeptide,NPS - RAMP3,32196115,NA,NPS,,,,,NA,RAMP3,,,,,,,,NA,celltalkDB
NPS_TSHR,NPS_TSHR,NPS,NPS,TSHR,,,,,Neuropeptide,NPS - TSHR,32196115,NA,NPS,,,,,NA,TSHR,,,,,,,,NA,celltalkDB
NPS_VIPR1,NPS_VIPR1,NPS,NPS,VIPR1,,,,,Neuropeptide,NPS - VIPR1,32196115,NA,NPS,,,,,NA,VIPR1,,,,,,,,NA,celltalkDB
NPTX1_NPTXR,NPTX1_NPTXR,NPTX,NPTX1,NPTXR,,,,,Cell-Cell Contact,NPTX1 - NPTXR,31969807,NA,NPTX1,,,,,NA,NPTXR,,,,,,,,NA,celltalkDB
NPTX2_NPTXR,NPTX2_NPTXR,NPTX,NPTX2,NPTXR,,,,,Cell-Cell Contact,NPTX2 - NPTXR,31969807,NA,NPTX2,,,,,NA,NPTXR,,,,,,,,NA,celltalkDB
NPVF_NPFFR1,NPVF_NPFFR1,NPVF,NPVF,NPFFR1,,,,,Neuropeptide,NPVF - NPFFR1,PMID: 29106375,FALSE,NPVF,FARP (FMRFamide related peptide),Secreted,"Signal, Reference proteome, Amidation, Secreted, Neuropeptide, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing",,NA,NPFFR1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPVF_NPFFR2,NPVF_NPFFR2,NPVF,NPVF,NPFFR2,,,,,Neuropeptide,NPVF - NPFFR2,PMID: 29106375,FALSE,NPVF,FARP (FMRFamide related peptide),Secreted,"Signal, Reference proteome, Amidation, Secreted, Neuropeptide, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing",,NA,NPFFR2,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPW_ADRA2A,NPW_ADRA2A,NPB,NPW,ADRA2A,,,,,Neuropeptide,NPW - ADRA2A,32196115,NA,NPW,,,,,NA,ADRA2A,,,,,,,,NA,celltalkDB
NPW_GRM7,NPW_GRM7,NPB,NPW,GRM7,,,,,Neuropeptide,NPW - GRM7,32196115,NA,NPW,,,,,NA,GRM7,,,,,,,,NA,celltalkDB
NPW_MTNR1A,NPW_MTNR1A,NPB,NPW,MTNR1A,,,,,Neuropeptide,NPW - MTNR1A,32196115,NA,NPW,,,,,NA,MTNR1A,,,,,,,,NA,celltalkDB
NPW_NPBWR1,NPW_NPBWR1,NPW-B,NPW,NPBWR1,,,,,Neuropeptide,NPW - NPBWR1,KEGG: hsa04080,FALSE,NPW,Neuropeptide B/W,Secreted,"Cleavage on pair of basic residues, Signal, Reference proteome, Secreted, Neuropeptide",secreted,FALSE,NPBWR1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
NPW_NPBWR2,NPW_NPBWR2,NPB,NPW,NPBWR2,,,,,Neuropeptide,NPW - NPBWR2,12130646,NA,NPW,,,,,NA,NPBWR2,,,,,,,,NA,celltalkDB
NPY_ADRA2A,NPY_ADRA2A,NPB,NPY,ADRA2A,,,,,Neuropeptide,NPY - ADRA2A,32196115,NA,NPY,,,,,NA,ADRA2A,,,,,,,,NA,celltalkDB
NPY_DPP4,NPY_DPP4,NPY,NPY,DPP4,,,,,Neuropeptide,NPY - DPP4,30759373,NA,NPY,,,,,NA,DPP4,,,,,,,,NA,celltalkDB
NPY_FAP,NPY_FAP,NPY,NPY,FAP,,,,,Neuropeptide,NPY - FAP,21314817,NA,NPY,,,,,NA,FAP,,,,,,,,NA,celltalkDB
NPY_GPR83,NPY_GPR83,NPY,NPY,GPR83,,,,,Neuropeptide,NPY - GPR83,KEGG: hsa04080,FALSE,NPY,NPY,"Cytoplasmic vesicle, Secreted, Secretory vesicle, Neuronal dense core vesicle","Signal, Reference proteome, Amidation, Secreted, Phosphoprotein, Neuropeptide, Cleavage on pair of basic residues, 3D-structure, Cytoplasmic vesicle",neuropeptide,FALSE,GPR83,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,NA,CellChatDB v1
NPY_GRM7,NPY_GRM7,NPY,NPY,GRM7,,,,,Neuropeptide,NPY - GRM7,32196115,NA,NPY,,,,,NA,GRM7,,,,,,,,NA,celltalkDB
NPY_MC4R,NPY_MC4R,NPY,NPY,MC4R,,,,,Neuropeptide,NPY - MC4R,"2,619,831,932,196,110",NA,NPY,,,,,NA,MC4R,,,,,,,,NA,celltalkDB
NPY_MTNR1A,NPY_MTNR1A,NPY,NPY,MTNR1A,,,,,Neuropeptide,NPY - MTNR1A,32196115,NA,NPY,,,,,NA,MTNR1A,,,,,,,,NA,celltalkDB
NPY_NPFFR2,NPY_NPFFR2,NPY,NPY,NPFFR2,,,,,Neuropeptide,NPY - NPFFR2,11325787,NA,NPY,,,,,NA,NPFFR2,,,,,,,,NA,celltalkDB
